27167130	0
27088191	0
25563236	0
24928768	0
25935266	0
23229315	0
24183822	0
24306280	0
24467850	0
22778074	0
24239994	0
24122626	0
24715661	0
24797783	0
24470283	0
24802127	0
24099679	0
24936772	0
22987311	0
23683588	0
22468748	0
23553750	0
23064877	0
23132249	0
23958975	0
23793863	0
23249524	0
23726524	0
23821314	0
23941566	0
22180340	0
22739838	0
23955422	0
23292905	0
22959057	0
22903129	0
22544521	0
22285151	0
22411701	0
22480378	0
22983825	0
22832337	0
22692883	0
22459096	0
22139607	0
22477165	0
22244870	0
22055205	0
22699806	0
22484362	0
22451092	0
22278096	0
21919597	0
22483695	0
23022272	0
22350757	0
22391462	0
22143824	0
22846969	0
21631584	0
22120691	0
22713547	0
22535575	0
20141535	0
20709397	0
21371464	0
20191388	0
20501520	0
21443928	0
21259295	0
21492168	0
21549114	0
21256831	0
21615531	0
21056077	0
20307962	0
21465495	0
21820494	0
21122814	0
21855146	0
21195133	0
21515307	0
21288725	0
21620807	0
21720966	0
20397041	0
20888349	0
20488195	0
20621089	0
20235751	0
20472051	0
20490751	0
19902180	0
20047088	0
20689938	0
20179992	0
20520530	0
20796193	0
20433775	0
20016246	0
20184917	0
19961893	0
20729717	0
20796190	0
20717703	0
20307533	0
20102723	0
20573786	0
20122991	0
20517888	0
19459774	0
19480988	0
19429114	0
19538987	0
19167407	0
21784017	0
18678407	0
19382129	0
19095064	0
19486337	0
19406194	0
19362073	0
19371255	0
19484701	0
19047014	0
18790705	0
19384588	0
19507002	0
18668330	0
21783996	0
19209918	0
19135432	0
19050851	0
18929597	0
19486860	0
19162164	0
19477262	0
19344711	0
18983990	0
19958591	0
19159620	0
18818063	0
19406118	0
19747628	0
19683021	0
19406001	0
18989868	0
19225963	0
19682082	0
19153979	0
21783951	0
19162454	0
18804525	0
19366257	0
19344134	0
19389044	0
19230836	0
19043199	0
18395620	0
18375062	0
17710541	0
18826235	0
17870224	0
17936691	0
17936885	0
18972395	0
18611424	0
18074119	0
18440006	0
18080189	0
17624921	0
18556052	0
17928058	0
18485424	0
18023853	0
18773934	0
19000374	0
18242586	0
17950719	0
17927712	0
18474410	0
18722362	0
18680735	0
18294616	0
18539016	0
18068946	0
18930107	0
17975852	0
18344192	0
17084061	0
17656489	0
17383683	0
17046195	0
17123507	0
17532009	0
17187767	0
17291479	0
17888416	0
17178183	0
17196317	0
17321101	0
17703864	0
17822862	0
17691736	0
17406985	0
17320826	0
17577316	0
17590255	0
17188671	0
17095185	0
17397981	0
18031763	0
17084588	0
17612508	0
17184891	0
16168622	0
16445897	0
17070780	0
17049506	0
16964587	0
21783643	0
16289284	0
16545442	0
16499977	0
16737689	0
16468804	0
16841248	0
16723180	0
16516351	0
16459195	0
17005369	0
16965767	0
16364531	0
16716363	0
16564427	0
16674051	0
16828712	0
16472969	0
15755317	0
15733937	0
15979908	0
15733537	0
21783484	0
21783482	0
16095793	0
16000234	0
16298871	0
15936064	0
15960530	0
15950499	0
16269141	0
15895826	0
15588930	0
16018587	0
21783487	0
16079498	0
15804453	0
15967634	0
15596254	0
15016592	0
15331134	0
15098945	0
15532534	0
15454309	0
15040741	0
15573470	0
15260127	0
15584701	0
15016595	0
15007403	0
12665122	0
12551736	0
12504340	0
12965120	0
12697375	0
21782678	0
12815611	0
12076317	0
11430873	0
16419059	1
17222407	1
20711233	1
24498920	1
11159201	1
17968032	1
24842878	1
24059969	1
27138255	1
16676322	1
16697958	1
11252403	1
21741599	1
25619253	1
16814714	1
19242835	1
11464247	1
25081981	1
21615561	1
21524620	1
23741618	1
19488857	1
19060087	1
20520718	1
