26860060	0
23463027	0
23860323	0
23733340	0
23991918	0
23995701	0
23902830	0
23294503	0
21802748	0
23401191	0
23561847	0
23440042	0
23104991	0
23262291	0
23100322	0
23940540	0
23920735	0
23660285	0
24020931	0
23041261	0
22301820	0
21883168	0
22843981	0
22504886	0
23176764	0
23022097	0
23103230	0
22228761	0
22331800	0
22683086	0
22573485	0
22315194	0
22849591	0
23085966	0
22127862	0
21564093	0
22855649	0
21520331	0
21630033	0
21295359	0
21435219	0
20662850	0
22078312	0
21278187	0
22032770	0
21647416	0
21109530	0
21305018	0
22180825	0
21857152	0
21561920	0
21478499	0
21211604	0
21594993	0
21615730	0
20395939	0
20709720	0
20854973	0
20538140	0
20172960	0
20802478	0
20186673	0
20979188	0
20144947	0
21098638	0
20412080	0
20052753	0
21172032	0
19574960	0
19461874	0
19800049	0
19117906	0
19002209	0
19964203	0
19353630	0
19257815	0
19660540	0
17996480	0
18310266	0
19804274	0
18511468	0
18950739	0
18283030	0
19012347	0
18371930	0
16829211	0
17701892	0
17848398	0
17502658	0
17262773	0
16442122	0
16528753	0
16470690	0
16796554	0
16159712	0
16826520	0
16822315	0
16469097	0
17030689	0
16819661	0
16571647	0
15517394	0
15884042	0
15333588	0
15254011	0
14764576	0
12938084	0
12203987	0
12203992	0
10756346	0
10929617	0
10333147	0
10189088	0
9694279	0
9254848	0
9265954	0
9101303	0
8957181	0
7607663	0
26118967	1
26399547	1
25808536	1
25928398	1
25693808	1
25498249	1
25355889	1
25939402	1
24407285	1
24299503	1
25084145	1
24673574	1
25347775	1
24647543	1
24651498	1
24922269	1
24025110	1
23167654	1
23327284	1
23918399	1
23642287	1
23861900	1
23668323	1
23164733	1
22629340	1
22574813	1
22977254	1
23226417	1
22193973	1
22715096	1
22355135	1
22361808	1
24900478	1
21500857	1
21149446	1
21730063	1
21832053	1
21708043	1
22067542	1
21750222	1
21195118	1
21695211	1
21816279	1
20496096	1
20713605	1
20560669	1
20526333	1
20227276	1
19838214	1
20426422	1
19947656	1
20488553	1
20571068	1
20575553	1
19437476	1
19459681	1
19576997	1
19132863	1
19535582	1
19221476	1
18927557	1
18039691	1
18809578	1
18635665	1
18344231	1
17463275	1
17705262	1
17702890	1
17395830	1
17437541	1
17877374	1
17496250	1
17376771	1
17387733	1
18028908	1
17524504	1
16443003	1
16462885	1
16542183	1
16858402	1
16781882	1
16413300	1
16648848	1
16198290	1
16302817	1
15084581	1
14762214	1
15149689	1
15099191	1
15107017	1
15485489	1
12855954	1
12754199	1
12192611	1
12475938	1
11935405	1
11341978	1
11476555	1
11406615	1
11672811	1
10744683	1
10766777	1
10947959	1
10215163	1
10449420	1
9754790	1
8902846	1
8781558	1
8940195	1
7715790	1
9397950	1
7859929	1
7526507	1
7857766	1
8489014	1
8371759	1
1382780	1
1332907	1
1417956	1
2037055	1
1823142	1
1688057	1
20504504	1
2737283	1
2561987	1
2854311	1
20501216	1
3038117	1
2425304	1
20493146	1
6669321	1
6312348	1
6797419	1
